title,platform,total_sales,na_sales,jp_sales,pal_sales,other_sales
Teenage Mutant Ninja Turtles: Smash-Up,PS2,0.21,0.11,,0.08,0.03
The Con,PSP,0.21,0.19,,0.0,0.02
Dragon Ball Z: Sagas,GC,0.21,0.16,,0.04,0.01
ClayFighter 63 1/3,N64,0.21,0.17,,0.04,0.0
Fallout 76,PC,0.21,0.12,,0.07,0.02
Vampire Rain,X360,0.21,0.18,0.01,0.0,0.02
Fate/Extella: The Umbral Star,NS,0.21,0.1,0.04,0.06,0.02
Frogger 3D,3DS,0.21,0.16,,0.04,0.02
You Don't Know Jack,Wii,0.21,0.19,,,0.02
Rayman Raving Rabbids,X360,0.21,0.18,,0.01,0.02
You Don't Know Jack,X360,0.21,0.19,,,0.02
A Boy and His Blob,Wii,0.21,0.18,,0.01,0.02
Age of Empires: Mythologies,DS,0.21,0.16,,0.03,0.02
Prison Break: The Conspiracy,X360,0.21,0.07,,0.11,0.02
Cursed Mountain,Wii,0.21,0.09,,0.1,0.02
Bugs Bunny & Taz: Time Busters,PS,0.21,0.11,,0.08,0.01
Dead to Rights: Retribution,X360,0.21,0.11,0.0,0.08,0.02
de Blob 2,PS3,0.21,0.11,,0.07,0.03
World Series of Poker,PSP,0.21,0.19,,0.0,0.02
50 Cent: Blood on the Sand,X360,0.21,0.12,0.0,0.07,0.02
Neo Contra,PS2,0.21,0.1,,0.08,0.03
BloodRayne,XB,0.21,0.16,,0.05,0.01
Prince of Persia: Revelations,PSP,0.21,0.18,,0.01,0.02
College Hoops 2K7,X360,0.21,0.2,,,0.02
Madden NFL 07,DS,0.21,0.2,,0.0,0.02
Deus Ex: The Conspiracy,PS2,0.21,0.1,,0.08,0.03
Spider-Man: Web of Shadows,PS2,0.21,0.1,,0.08,0.03
Move Fitness,PS3,0.21,,,0.17,0.04
G.I. Joe: The Rise of Cobra,PS3,0.21,0.11,,0.07,0.03
BeyBlade VForce: Super Tournament Battle,GC,0.21,0.16,,0.04,0.01
FIFA 16,PC,0.21,0.07,,0.13,0.02
Tenchu: Shadow Assassins,Wii,0.21,0.15,0.03,0.01,0.01
LBX: Little Battlers eXperience,3DS,0.21,,0.21,,
X2: Wolverine's Revenge,XB,0.21,0.15,,0.04,0.01
Tony Hawk's American Sk8land,DS,0.21,0.19,,0.01,0.02
MVP Baseball,PSP,0.21,0.2,,,0.02
NBA,PSP,0.21,0.2,,,0.02
MLB 10: The Show,PSP,0.21,0.19,,,0.02
Brunswick Pro Bowling,PSP,0.21,0.19,,,0.02
The Amazing Spider-Man (2012),3DS,0.21,0.16,,0.03,0.02
Final Fight One,GBA,0.21,0.09,0.08,0.03,0.0
Star Trek: The Game,X360,0.21,0.12,,0.08,0.02
Tom Clancy's Splinter Cell: Blacklist,PC,0.21,0.06,,0.14,0.02
UFC Undisputed 2010,PSP,0.21,0.11,,0.07,0.04
Threads of Fate,PS,0.21,0.12,,0.08,0.01
Blue Dragon Plus,DS,0.21,0.12,0.05,0.03,0.01
Tekken 3D: Prime Edition,3DS,0.21,0.06,0.05,0.08,0.01
The Lord of the Rings: War in the North,PC,0.21,0.07,,0.11,0.03
Baja: Edge of Control,PS3,0.21,0.1,,0.08,0.03
NCAA Football 10,PSP,0.21,0.19,,,0.02
Bust-A-Move 2 Arcade Edition,PS,0.2,0.11,,0.07,0.01
Tigger's Honey Hunt,N64,0.2,0.16,,0.04,0.0
Classic NES Series: Ice Climber,GBA,0.2,,0.2,,
Record of Agarest War,X360,0.2,0.18,0.01,,0.01
Puzzle Challenge: Crosswords and More!,PSP,0.2,0.18,,,0.01
Enchanted Arms,PS3,0.2,0.17,,0.01,0.02
Mana Khemia 2: Fall of Alchemy,PS2,0.2,0.07,0.05,0.05,0.02
Phantasy Star Online,DC,0.2,,0.2,,
Backyard Hockey,GBA,0.2,0.14,,0.05,0.0
Dead or Alive Paradise,PSP,0.2,0.08,0.07,0.02,0.02
Project CARS 2,XOne,0.2,0.01,,0.18,0.01
Roadsters 99,N64,0.2,0.06,,0.13,0.01
Baja: Edge of Control,X360,0.2,0.12,,0.06,0.02
Spy Hunter,GC,0.2,0.16,,0.04,0.01
NBA 07,PSP,0.2,0.18,,,0.02
Tiger Woods PGA Tour 06,PSP,0.2,0.18,,,0.01
Shaun White Skateboarding,PS3,0.2,0.12,,0.05,0.03
Snowboard Kids,N64,0.2,0.16,,0.04,0.0
NHL FaceOff 2001,PS2,0.2,0.1,,0.07,0.02
Harvest Moon: More Friends of Mineral Town,GBA,0.2,0.14,,0.05,0.0
DarkStar One: Broken Alliance,X360,0.2,0.11,,0.07,0.02
Beyblade G-Revolution,GBA,0.2,0.15,,0.05,0.0
NFL Street 2,GC,0.2,0.15,,0.04,0.01
X2: Wolverine's Revenge,GBA,0.2,0.14,,0.05,0.0
Arcana Heart 3,PS3,0.2,0.04,0.1,0.05,0.02
Ty the Tasmanian Tiger 2: Bush Rescue,GC,0.2,0.15,,0.04,0.01
Ratatouille,GBA,0.2,0.14,,0.05,0.0
Kung Fu Rider,PS3,0.2,0.06,0.01,0.1,0.04
Code of Princess,3DS,0.2,0.16,0.03,,0.02
Sleeping Dogs: Definitive Edition,XOne,0.2,0.1,,0.09,0.02
Grandia II,DC,0.2,,0.2,,0.0
Sid Meier's Pirates!,PSP,0.2,0.16,,0.01,0.02
Taiko Drum Master,PS2,0.2,0.1,,0.08,0.03
Thrillville,PSP,0.2,0.18,,0.0,0.02
World Championship Cards,PSP,0.2,0.19,,,0.02
Earth Defense Force: Insect Armageddon,PS3,0.2,0.06,0.08,0.04,0.02
Prince of Persia: Warrior Within,GC,0.2,0.15,,0.04,0.01
DanceMasters,X360,0.2,0.15,0.02,0.02,0.01
Body and Brain Connection,X360,0.2,0.1,,0.08,0.02
Tom Clancy's Splinter Cell: Essentials,PSP,0.2,0.17,,0.01,0.02
Clive Barker's Jericho,PS3,0.2,0.17,,0.01,0.02
MC Groovz Dance Craze,GC,0.2,0.15,,0.04,0.01
Solatorobo: Red the Hunter,DS,0.2,0.08,0.07,0.04,0.01
Dark Messiah of Might and Magic Elements,X360,0.2,0.16,0.01,0.02,0.02
Infinite Space,DS,0.2,0.06,0.07,0.05,0.01
Ogre Battle Saga Episode Five: The March of the Black Queen,PS,0.2,0.06,0.09,0.04,0.01
Armored Core 4,PS3,0.2,0.09,0.09,0.0,0.01
Dragon Ball: Revenge of King Piccolo,Wii,0.2,0.12,0.03,0.03,0.02
Ridge Racer 6,X360,0.2,0.1,0.07,0.02,0.01
X-Men Origins: Wolverine,PSP,0.2,0.13,,0.04,0.03
Dante's Inferno,PSP,0.2,0.12,0.01,0.04,0.02
Afro Samurai,PS3,0.2,0.12,,0.05,0.03
No More Heroes: Heroes' Paradise,PS3,0.2,0.1,0.04,0.04,0.02
Warriors Orochi,PSP,0.2,0.02,0.18,0.0,0.0
Captain America: Super Soldier,PS3,0.2,0.1,,0.07,0.03
Need for Speed: Shift 2 Unleashed,PC,0.19,0.05,,0.11,0.03
Pac-Man & Galaga Dimensions,3DS,0.19,0.1,0.04,0.04,0.01
Fire ProWrestling G,PS,0.19,,0.18,,0.01
F1 2017,XOne,0.19,0.04,,0.13,0.01
Driver: San Francisco,PC,0.19,0.06,,0.1,0.03
Tekken Tag Tournament 2,WiiU,0.19,0.09,0.01,0.07,0.01
Final Fantasy XI: Online,X360,0.19,0.17,,0.01,0.01
Project X Zone 2,3DS,0.19,0.06,0.09,0.04,0.01
Nostalgia,DS,0.19,0.16,0.02,,0.01
Test Drive Unlimited 2,PC,0.19,0.05,,0.11,0.03
Spore Hero Arena,DS,0.19,0.18,,0.0,0.01
Dawn of Discovery,Wii,0.19,0.12,,0.06,0.01
Family Guy,PSP,0.19,0.18,,0.0,0.02
Harry Potter and the Goblet of Fire,PSP,0.19,0.17,,0.0,0.02
Disney's Magical Mirror Starring Mickey Mouse,GC,0.19,0.15,,0.04,0.01
Valkyria Chronicles 4,NS,0.19,0.12,0.02,0.04,0.02
Hexen,N64,0.19,0.15,,0.04,0.0
Jackie Chan Adventures: Legend of the Dark Hand,GBA,0.19,0.13,,0.05,0.0
Shadows of the Damned,X360,0.19,0.1,0.01,0.06,0.02
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,0.19,0.09,,0.07,0.02
Earth Defense Force: Insect Armageddon,X360,0.19,0.1,0.03,0.04,0.01
R-Type Final,PS2,0.19,0.09,,0.07,0.02
Peter Jackson's King Kong: The Official Game of the Movie,PSP,0.19,0.16,,0.01,0.02
Saw II: Flesh & Blood,PS3,0.19,0.1,,0.06,0.02
Armored Core: For Answer,PS3,0.19,0.06,0.1,0.02,0.01
Conflict: Denied Ops,PS3,0.19,0.05,,0.1,0.03
Conflict: Denied Ops,X360,0.19,0.08,,0.09,0.02
Ninja Gaiden 3: Razor's Edge,WiiU,0.19,0.14,,0.03,0.02
Samurai Warriors: State of War,PSP,0.19,0.07,0.11,0.0,0.01
Shining Force II,GEN,0.19,,0.19,,
50 Cent: Blood on the Sand,PS3,0.19,0.1,0.01,0.06,0.03
SpongeBob SquigglePants 3D,3DS,0.19,0.13,,0.05,0.02
Ice Age 2: The Meltdown,GC,0.19,0.15,,0.04,0.01
Hulk,GC,0.19,0.15,,0.04,0.01
Dynasty Warriors Gundam,X360,0.19,0.15,0.02,0.01,0.01
Breath of Fire: Dragon Quarter,PS2,0.19,0.09,,0.07,0.02
Enchanted Arms,X360,0.19,0.16,,0.02,0.01
Bubsy 3D,PS,0.19,0.1,,0.07,0.01
Risen,X360,0.19,0.07,,0.11,0.01
The Hobbit,GBA,0.19,0.14,,0.05,0.0
Breath of Fire II,GBA,0.19,0.14,,0.05,0.0
Shiren the Wanderer,Wii,0.19,0.08,0.11,,0.01
Allied General,PS,0.19,0.11,,0.07,0.01
Stronghold 3,PC,0.19,0.06,,0.13,
Lunar Legend,GBA,0.19,0.14,,0.05,0.0
Ice Age: Dawn of the Dinosaurs,PS3,0.19,0.13,,0.04,0.02
Death Jr.,PSP,0.19,0.17,,0.0,0.01
The Legend of Spyro: A New Beginning,GC,0.19,0.15,,0.04,0.01
Spectrobes: Origins,Wii,0.19,0.16,,0.02,0.01
Phantasy Star Online Ver. 2,DC,0.19,,0.19,,0.0
Conan,X360,0.19,0.16,,0.02,0.01
Dinotopia: The Timestone Pirates,GBA,0.19,0.14,,0.05,0.0
Rise of the Argonauts,PS3,0.19,0.05,,0.12,0.03
Manhunt,XB,0.19,0.14,,0.04,0.01
Dynasty Warriors: Gundam 2,X360,0.19,0.07,0.08,0.03,0.01
AeroFighters Assault,N64,0.19,0.15,,0.04,0.0
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,0.19,0.15,,0.04,0.01
Major League Baseball 2K10,PS3,0.19,0.17,,,0.02
Tiger Woods PGA Tour 07,XB,0.19,0.13,,0.05,0.01
Mace: The Dark Age,N64,0.19,0.15,,0.04,0.0
Captain Toad: Treasure Tracker,3DS,0.19,0.06,0.08,0.04,0.01
Dave Mirra Freestyle BMX 2,GBA,0.19,0.14,,0.05,0.0
Street Fighter 30th Anniversary Collection,NS,0.19,0.12,0.01,0.04,0.02
IL-2 Sturmovik: Birds of Prey,PSP,0.19,0.08,,0.07,0.04
Majin and the Forsaken Kingdom,X360,0.19,0.14,0.0,0.03,0.01
Frogger's Adventures 2: The Lost Wand,GBA,0.19,0.14,,0.05,0.0
Space Invaders Extreme 2,DS,0.19,0.17,0.0,0.01,0.01
Daigasso! Band Brothers,DS,0.19,,0.19,,
Arcania: Gothic 4,PC,0.18,0.09,,0.08,0.02
.hack//Quarantine Part 4: The Final Chapter,PS2,0.18,0.09,,0.07,0.02
Disgaea DS,DS,0.18,0.11,0.05,0.01,0.01
Ar tonelico 2: Melody of Metafalica,PS2,0.18,0.04,0.11,0.03,0.01
Trinity Universe,PS3,0.18,0.07,0.03,0.06,0.02
Shadow The Hedgehog,XB,0.18,0.13,,0.04,0.01
Alone In The Dark,Wii,0.18,0.09,,0.08,0.02
de Blob 2,Wii,0.18,0.11,,0.06,0.02
Call of Juarez,X360,0.18,0.14,0.0,0.02,0.01
Call of Duty: World at War,PC,0.18,0.02,,0.14,0.02
PlayStation Move Heroes,PS3,0.18,0.09,,0.06,0.03
Ty the Tasmanian Tiger,XB,0.18,0.14,,0.04,0.01
Otomedius Excellent,X360,0.18,0.13,0.04,,0.01
MindJack,PS3,0.18,0.07,,0.08,0.03
How to Train Your Dragon,PS3,0.18,0.12,,0.03,0.02
Metal Gear Ac!d 2,PSP,0.18,0.11,0.05,0.01,0.01
Backbreaker,X360,0.18,0.17,,,0.01
FIFA 07 Soccer,GC,0.18,0.14,,0.04,0.0
Pure Futbol,X360,0.18,0.08,,0.08,0.02
Brunswick Circuit Pro Bowling,PS,0.18,0.1,,0.07,0.01
Backyard Basketball,GBA,0.18,0.13,,0.05,0.0
Velvet Assassin,X360,0.18,0.14,0.01,0.02,0.01
Charlie and the Chocolate Factory,GC,0.18,0.14,,0.04,0.0
Jurassic Park III: Island Attack,GBA,0.18,0.13,,0.05,0.0
The Chronicles of Narnia: Prince Caspian,X360,0.18,0.16,,0.01,0.01
Gun,GC,0.18,0.14,,0.04,0.0
Brink,PC,0.18,0.06,,0.09,0.03
NARC,XB,0.18,0.14,,0.04,0.01
You Don't Know Jack,PS3,0.18,0.16,,,0.02
ESPN X Games Skateboarding,GBA,0.18,0.13,,0.05,0.0
Star Trek: Legacy,X360,0.18,0.14,,0.02,0.01
Naruto Shippuden: Dragon Blade Chronicles,Wii,0.18,0.11,0.05,0.02,0.01
Dynasty Warriors: Gundam 3,X360,0.18,0.11,0.02,0.03,0.01
All Grown Up! Express Yourself,GBA,0.18,0.13,,0.05,0.0
Mushroom Men: The Spore Wars,Wii,0.18,0.16,,0.01,0.01
The Munchables,Wii,0.18,0.17,0.0,0.0,0.01
Resident Evil: Revelations,PS4,0.18,0.06,0.04,0.06,0.02
SoulCalibur Legends,Wii,0.18,0.16,,0.01,0.01
Batman: Vengeance,GBA,0.18,0.13,,0.05,0.0
Spider-Man: Friend or Foe,PSP,0.18,0.16,,0.0,0.01
College Hoops 2K7,PS3,0.18,0.16,,,0.01
FIFA Soccer 11,PC,0.18,,,0.15,0.03
Atari Anniversary Advance,GBA,0.18,0.13,,0.05,0.0
F1 2011,PC,0.18,,,0.15,0.04
Burnout Legends,DS,0.18,0.15,,0.02,0.01
Full Auto 2: Battlelines,PS3,0.18,0.14,,0.02,0.02
Dead or Alive,SAT,0.18,,0.18,,0.0
Bloody Roar: Primal Fury,GC,0.18,0.14,,0.04,0.0
The Elder Scrolls IV: Shivering Isles,X360,0.18,0.17,,,0.01
Might & Magic: Clash of Heroes,DS,0.18,0.15,,0.02,0.01
.hack//G.U. Vol.3//Redemption,PS2,0.17,,0.17,,
Classic NES Series: Donkey Kong,GBA,0.17,,0.17,,
Clock Tower II: The Struggle Within,PS,0.17,0.02,0.12,0.01,0.01
Fairytale Fights,X360,0.17,0.14,,0.02,0.01
Green Lantern: Rise of the Manhunters,PS3,0.17,0.09,,0.05,0.02
Axiom Verge,NS,0.17,0.12,,0.03,0.02
Catwoman,PS2,0.17,0.08,,0.06,0.02
G-Force,X360,0.17,0.11,,0.05,0.02
Bomberman Land,Wii,0.17,0.11,0.03,0.02,0.01
Midway Arcade Treasures,GC,0.17,0.13,,0.03,0.0
Iron Chef America: Supreme Cuisine,Wii,0.17,0.16,,,0.01
Trauma Team,Wii,0.17,0.14,0.02,,0.01
Pursuit Force,PSP,0.17,0.14,,0.01,0.02
Let's TAP,Wii,0.17,0.08,0.01,0.06,0.02
James Bond 007: Everything or Nothing,GBA,0.17,0.12,,0.04,0.0
The Grim Adventures of Billy & Mandy,GC,0.17,0.13,,0.03,0.0
Gunvalkyrie,XB,0.17,0.13,,0.04,0.01
Dementium: The Ward,DS,0.17,0.15,,0.01,0.01
X-Men: The Official Game,X360,0.17,0.16,,0.0,0.01
Katamari Damacy Reroll,NS,0.17,0.14,0.02,,0.02
Transformers: Dark of the Moon,Wii,0.17,0.09,,0.06,0.02
Captain America: Super Soldier,X360,0.17,0.11,,0.05,0.01
Mercury Meltdown Revolution,Wii,0.17,0.16,,0.0,0.01
True Crime: New York City,GC,0.17,0.13,,0.03,0.0
ESPN Final Round Golf 2002,GBA,0.17,0.12,,0.05,0.0
Cubivore: Survival of the Fittest,GC,0.17,0.01,0.15,0.0,0.0
Top Spin 2,X360,0.17,0.15,,0.0,0.01
Bee Movie Game,X360,0.17,0.16,,0.0,0.01
Rise of the Argonauts,X360,0.17,0.03,,0.12,0.01
Disney's Home on the Range,GBA,0.17,0.12,,0.04,0.0
Fairytale Fights,PS3,0.17,0.11,,0.04,0.02
The Cursed Crusade,PS3,0.17,0.07,0.01,0.07,0.02
Major League Baseball 2K6,GC,0.17,0.13,,0.03,0.0
Borderlands,PC,0.17,0.01,,0.14,0.03
The Hobbit,GC,0.17,0.13,,0.03,0.0
NHL 07,PSP,0.17,0.13,,0.02,0.02
Batman Begins,GBA,0.17,0.12,,0.05,0.0
Resident Evil,SAT,0.17,,0.17,,
Aliens: Infestation,DS,0.17,0.09,,0.05,0.02
NBA 09: The Inside,PSP,0.17,0.16,,,0.01
Ashes Cricket 2009,PS3,0.17,,,0.16,0.01
Blood Bowl,X360,0.17,0.13,,0.02,0.01
Lost Kingdoms,GC,0.17,0.1,0.04,0.02,0.0
Backyard Wrestling: Don't Try This at Home,XB,0.17,0.13,,0.04,0.01
Shrek Extra Large,GC,0.17,0.13,,0.03,0.0
Driver: San Francisco,Wii,0.17,0.06,,0.09,0.02
F1 2011,3DS,0.17,0.07,,0.09,0.01
Open Season,GC,0.17,0.13,,0.03,0.0
Monsters vs. Aliens,X360,0.17,0.12,,0.03,0.02
Pursuit Force: Extreme Justice,PSP,0.17,0.07,,0.07,0.03
MotoGP 10/11,PS3,0.17,0.04,,0.1,0.03
Street Fighter Alpha 2,SNES,0.17,,0.17,,
MotoGP 09/10,X360,0.17,0.07,,0.09,0.02
F1 2018,XOne,0.17,0.05,,0.1,0.01
Zoo Keeper,DS,0.17,0.1,0.05,0.01,0.01
Goblin Commander: Unleash the Horde,PS2,0.17,0.08,,0.07,0.02
Xenoblade Chronicles 2: Torna ~ The Golden Country,NS,0.16,0.08,0.02,0.05,0.01
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,0.16,0.14,,0.0,0.01
TNA iMPACT!,Wii,0.16,0.14,,0.01,0.01
Castlevania Judgment,Wii,0.16,0.12,0.01,0.02,0.01
Guilty Gear Judgment,PSP,0.16,0.13,0.02,0.0,0.01
Custom Robo Arena,DS,0.16,0.01,0.12,0.02,0.0
We Dance,Wii,0.16,,,0.14,0.02
Create,PS3,0.16,0.11,,0.03,0.02
World Series of Poker: Tournament of Champions 2007 Edition,X360,0.16,0.15,,0.0,0.01
Innocent Life: A Futuristic Harvest Moon,PSP,0.16,0.08,0.03,0.03,0.02
Hot Wheels Velocity X,GBA,0.16,0.12,,0.04,0.0
Arcana Heart,PS2,0.16,0.06,0.04,0.05,0.02
Godzilla Unleashed,Wii,0.16,0.14,,0.0,0.01
Amped 3,X360,0.16,0.13,,0.02,0.01
Ready 2 Rumble Revolution,Wii,0.16,0.15,,0.0,0.01
Blitz: The League,X360,0.16,0.15,,0.0,0.01
NCAA Football 09 All-Play,Wii,0.16,0.15,,,0.01
NBA 2K12,PC,0.16,0.09,,0.05,0.02
Taz Wanted,PS2,0.16,0.08,,0.06,0.02
Shaun White Skateboarding,X360,0.16,0.1,,0.05,0.01
Marble Saga: Kororinpa,Wii,0.16,0.09,0.0,0.05,0.01
Zapper: One Wicked Cricket!,PS2,0.16,0.08,,0.06,0.02
The King of Fighters XII,PS3,0.16,0.11,0.03,0.01,0.01
Klonoa,Wii,0.16,0.1,0.03,0.02,0.01
Robotech: Battlecry,GC,0.16,0.13,,0.03,0.0
Asteroids Hyper 64,N64,0.16,0.13,,0.03,0.0
Buck Bumble,N64,0.16,0.13,,0.03,0.0
The Incredibles: Rise of the Underminer,GC,0.16,0.12,,0.03,0.0
El Shaddai: Ascension of the Metatron,X360,0.16,0.07,0.03,0.05,0.01
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,0.16,0.12,,0.02,0.02
Fatal Frame II: Crimson Butterfly,PS2,0.16,0.08,,0.06,0.02
Scarface: Money. Power. Respect.,PSP,0.16,0.15,,0.0,0.01
Field Commander,PSP,0.16,0.14,,0.0,0.01
Midway Arcade Treasures 2,GC,0.16,0.13,,0.03,0.0
Sid Meier's Pirates!,Wii,0.16,0.13,,0.02,0.01
Starcraft 64,N64,0.16,0.13,,0.03,0.0
James Noir's Hollywood Crimes,3DS,0.16,0.07,,0.07,0.01
Alone in the Dark: The New Nightmare,PS,0.16,0.09,,0.06,0.01
Ghost in the Shell: Stand Alone Complex,PS2,0.16,0.08,,0.06,0.02
Gravity Rush Remastered,PS4,0.16,0.02,0.05,0.06,0.02
Naruto Powerful Shippuden,3DS,0.16,0.08,0.04,0.02,0.01
Darksiders II,WiiU,0.16,0.07,,0.07,0.01
Castlevania: Lords of Shadow - Mirror of Fate,3DS,0.16,0.04,0.03,0.08,0.01
Just Cause 3,PC,0.16,0.03,,0.12,0.01
Clash of the Titans: The Videogame,X360,0.16,0.08,0.0,0.06,0.02
Curious George,GBA,0.16,0.12,,0.04,0.0
Fist of the North Star: Ken's Rage,X360,0.16,0.07,0.06,0.02,0.01
Fracture,PS3,0.16,0.11,,0.04,0.02
Bulletstorm,PC,0.16,0.07,,0.08,0.02
Dragon Ball: Origins 2,DS,0.16,0.05,0.08,0.02,0.01
Chaotic: Shadow Warriors,X360,0.16,0.14,,,0.01
Pillars of Eternity,PS4,0.16,0.11,,0.02,0.03
King's Field,PS,0.16,0.09,,0.06,0.01
Culdcept SAGA,X360,0.16,0.12,0.03,,0.01
Apache: Air Assault,X360,0.16,0.12,,0.03,0.01
Lufia: Curse of the Sinistrals,DS,0.16,0.11,0.03,,0.01
Eragon,DS,0.16,0.13,,0.02,0.01
Konami Krazy Racers,GBA,0.16,0.09,0.04,0.03,0.0
F-Zero: GP Legend,GBA,0.16,0.11,,0.04,0.0
All-Star Baseball 2003,GBA,0.15,0.11,,0.04,0.0
XGIII: Extreme G Racing,GC,0.15,0.12,,0.03,0.0
Boktai: The Sun is in Your Hand,GBA,0.15,0.1,,0.04,0.0
Darkstalkers Chronicle: The Chaos Tower,PSP,0.15,0.13,,0.0,0.01
Ridge Racer DS,DS,0.15,0.14,,0.0,0.01
DiRT 3,PC,0.15,,,0.13,0.02
Cardinal Syn,PS,0.15,0.08,,0.06,0.01
The Sims Medieval: Pirates and Nobles,PC,0.15,0.05,,0.08,0.01
Infected,PSP,0.15,0.14,,0.0,0.01
Shenmue II,DC,0.15,,0.15,,0.0
Prince of Persia: The Two Thrones,GC,0.15,0.11,,0.03,0.0
Wolfenstein: The Old Blood,XOne,0.15,0.07,,0.07,0.01
Metroid Prime: Federation Force,3DS,0.15,0.08,0.03,0.02,0.01
Thor: God of Thunder,PS3,0.15,0.07,,0.06,0.02
Saw II: Flesh & Blood,X360,0.15,0.1,,0.04,0.01
Killer7,GC,0.15,0.12,,0.03,0.0
Blazing Dragons,PS,0.15,0.08,,0.06,0.01
SNK Arcade Classics Vol. 1,PSP,0.15,0.13,0.01,,0.01
Zoids: Battle Legends,GC,0.15,0.12,,0.03,0.0
Thor: God of Thunder,Wii,0.15,0.1,,0.04,0.01
Darksiders,PC,0.15,0.07,,0.06,0.01
FIFA 06: Road to FIFA World Cup,X360,0.15,0.11,0.01,0.02,0.01
Project Sylpheed: Arc of Deception,X360,0.15,0.12,0.02,0.01,0.01
Major League Baseball 2K10,DS,0.15,0.14,,,0.01
NHL 2K10,PS3,0.15,0.13,,0.01,0.01
Armored Core: For Answer,X360,0.15,0.06,0.07,0.01,0.01
WordJong,DS,0.15,0.13,,0.01,0.01
Bomberman,PSP,0.15,0.14,,0.0,0.01
Blazing Angels 2: Secret Missions of WWII,PS3,0.15,0.1,,0.03,0.02
Chessmaster II,PS,0.15,0.08,,0.06,0.01
Stormrise,X360,0.15,0.11,,0.03,0.01
Space Invaders Extreme,DS,0.15,0.12,0.01,0.01,0.01
The Godfather: Blackhand Edition,Wii,0.15,0.14,,0.0,0.01
Cave Story 3D,3DS,0.15,0.09,0.01,0.03,0.01
MLB 13: The Show,PSV,0.15,0.11,,,0.04
All-Star Baseball 2003,GC,0.15,0.12,,0.03,0.0
Ice Age 2: The Meltdown,DS,0.15,0.13,,0.01,0.01
Digimon Battle Spirit 2,GBA,0.15,0.11,,0.04,0.0
Naruto Shippuden: Legends: Akatsuki Rising,PSP,0.15,0.14,,0.0,0.01
de Blob 2,X360,0.15,0.1,,0.04,0.01
NCAA Football 2004,GC,0.15,0.12,,0.03,0.0
NHL 2K10,X360,0.15,0.11,,0.02,0.01
Blinx 2: Masters of Time & Space,XB,0.15,0.12,,0.03,0.01
Crush3D,3DS,0.15,0.1,,0.04,0.01
Blitz: The League II,PS3,0.15,0.11,,0.03,0.02
Geist,GC,0.15,0.11,,0.03,0.0
Space Station Silicon Valley,N64,0.15,0.12,,0.03,0.0
RiME,NS,0.15,0.11,,0.03,0.01
Ys: The Oath in Felghana,PSP,0.15,0.09,0.04,,0.01
Phantasy Star Online Episode I & II,XB,0.15,0.11,,0.03,0.01
The Fairly Odd Parents: Clash with the Anti-World,GBA,0.15,0.11,,0.04,0.0
Gear.Club Unlimited,NS,0.15,0.1,0.01,0.03,0.01
Sam & Max: Season One,Wii,0.15,0.13,,0.01,0.01
The Incredible Hulk: Ultimate Destruction,GC,0.15,0.11,,0.03,0.0
Kingdom of Paradise,PSP,0.15,0.14,,0.0,0.02
The Wizard of Oz: Beyond The Yellow Brick Road,DS,0.15,0.13,0.0,,0.01
Atelier Iris: Eternal Mana,PS2,0.15,0.08,,0.06,0.02
Z.H.P. Unlosing Ranger vs Darkdeath Evilman,PSP,0.15,0.08,0.06,,0.01
World Championship Poker 2: Featuring Howard Lederer,PSP,0.14,0.12,,0.0,0.01
Hard Rock Casino,PSP,0.14,0.12,,0.0,0.01
Scene It? Bright Lights! Big Screen!,X360,0.14,0.12,,0.0,0.01
Risen,PC,0.14,,,0.12,0.02
Baldur's Gate: Dark Alliance,GC,0.14,0.11,,0.03,0.0
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,0.14,,0.13,0.0,0.0
Metal Slug 7,DS,0.14,0.12,0.01,0.0,0.01
The Operative: No One Lives Forever,PS2,0.14,0.07,,0.05,0.02
The Orange Box,PC,0.14,,,0.11,0.02
Vampire Night,PS2,0.14,0.07,,0.05,0.02
Doshin the Giant,GC,0.14,,0.14,,0.0
Just Cause,X360,0.14,0.1,0.01,0.03,0.01
Jim Henson's the Muppets: On With the Show!,GBA,0.14,0.1,,0.04,0.0
Hitman: Blood Money,XB,0.14,0.11,,0.03,0.01
Second Sight,PS2,0.14,0.07,,0.05,0.02
X-Blades,X360,0.14,0.1,0.02,0.02,0.01
The Fifth Element,PS,0.14,0.08,,0.05,0.01
G.I. Joe: The Rise of Cobra,PS2,0.14,0.11,,0.0,0.03
Fear Factor: Unleashed,GBA,0.14,0.1,,0.04,0.0
Robots,DS,0.14,0.12,,0.0,0.01
Has-Been Heroes,NS,0.14,0.13,,,0.02
G.I. Joe: The Rise of Cobra,DS,0.14,0.11,,0.01,0.01
Naruto Shippuden: Kizuna Drive,PSP,0.14,0.04,0.05,0.03,0.02
X-Blades,PS3,0.14,0.07,0.02,0.03,0.01
G.I. Joe: The Rise of Cobra,PSP,0.14,0.11,,0.02,0.02
Thor: God of Thunder,X360,0.14,0.09,,0.04,0.01
Fatal Frame,PS2,0.14,0.07,,0.06,0.02
